State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
LA,Teche Power Station,1400,4,2020,Electric Utility,29.8223,-91.5427,Cleco Power LLC,Cleco Power LLC,Combustion turbine,Pipeline Natural Gas,,4/1/2011,Operating,449.4
LA,Washington Parish Energy Center,55486,CTG01,2020,Electric Utility,30.7914,-89.9092,"Washington Parish Energy Center One, LLC","Calpine Operating Services Company, Inc.","Combustion turbine (Started Sep 19, 2020)",Pipeline Natural Gas,,9/19/2020,Operating (Started 09/19/2020),2201
LA,Washington Parish Energy Center,55486,CTG02,2020,Electric Utility,30.7914,-89.9092,"Washington Parish Energy Center One, LLC","Calpine Operating Services Company, Inc.","Combustion turbine (Started Oct 01, 2020)",Pipeline Natural Gas,,10/1/2020,Operating (Started 10/01/2020),2201
LA,Waterford 1 & 2,8056,1,2020,Electric Utility,29.9994,-90.4758,Entergy Corporation,Entergy Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1974,Operating,4600
LA,Waterford 1 & 2,8056,2,2020,Electric Utility,29.9994,-90.4758,Entergy Corporation,Entergy Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1975,Operating,4620
LA,Waterford 1 & 2,8056,4,2020,Electric Utility,29.9994,-90.4758,Entergy Corporation,Entergy Corporation,Combustion turbine,Diesel Oil,,8/15/2009,Operating,507
MA,Bellingham,10307,1,2020,Electric Utility,42.0925,-71.4833,"Northeast Energy Associates, LP","Northeast Energy Associates, LP",Combined cycle,Pipeline Natural Gas,Diesel Oil,9/15/1991,Operating,1433
MA,Bellingham,10307,2,2020,Electric Utility,42.0925,-71.4833,"Northeast Energy Associates, LP","Northeast Energy Associates, LP",Combined cycle,Pipeline Natural Gas,Diesel Oil,9/15/1991,Operating,1433
MA,Bellingham Power Generation LLC,55211,1,2020,Electric Utility,42.1113,-71.4529,"ANP Bellingham Energy Company, LLC","IPA Operations, Inc.",Combined cycle,Pipeline Natural Gas,,6/19/2002,Operating,2184
MA,Bellingham Power Generation LLC,55211,2,2020,Electric Utility,42.1113,-71.4529,"ANP Bellingham Energy Company, LLC","IPA Operations, Inc.",Combined cycle,Pipeline Natural Gas,,8/24/2002,Operating,2184
MA,Berkshire Power,55041,1,2020,Electric Utility,42.0476,-72.6478,"Berkshire Power Company, LLC., Berkshire Power, LLC","ABB Energy Ventures, Inc.",Combined cycle,Pipeline Natural Gas,,9/28/1999,Operating,2112
MA,Blackstone,1594,11,2020,Cogeneration,42.3636,-71.1161,Harvard University,Harvard University,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1963,Operating,280
MA,Blackstone,1594,12,2020,Cogeneration,42.3636,-71.1161,Harvard University,Harvard University,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1963,Operating,280
MA,Blackstone Power Generation LLC,55212,1,2020,Electric Utility,42.0575,-71.5172,"ANP Blackstone Energy Company, LLC","IPA Operations, Inc.",Combined cycle,Pipeline Natural Gas,,4/25/2001,Operating,2184
MA,Blackstone Power Generation LLC,55212,2,2020,Electric Utility,42.0575,-71.5172,"ANP Blackstone Energy Company, LLC","IPA Operations, Inc.",Combined cycle,Pipeline Natural Gas,,5/28/2001,Operating,2184
MA,Canal Station,1599,1,2020,Electric Utility,41.7694,-70.5097,Canal Generating LLC,"Canal Generating LLC, NAES Corporation",Dry bottom wall-fired boiler,Residual Oil,,7/1/1968,Operating,5450
MA,Canal Station,1599,2,2020,Electric Utility,41.7694,-70.5097,Canal Generating LLC,"Canal Generating LLC, NAES Corporation",Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,2/1/1976,Operating,6213.1
MA,Canal Station,1599,3,2020,Electric Utility,41.7694,-70.5097,Canal 3 Generating LLC,"Canal 3 Generating LLC, NAES Corporation",Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/5/2019,Operating,3667.4
MA,Cleary Flood,1682,8,2020,Electric Utility,41.8653,-71.1061,Taunton Municipal Lighting Plant,Taunton Municipal Lighting Plant,Dry bottom wall-fired boiler,Residual Oil,Diesel Oil,6/1/1966,Operating,422
MA,Cleary Flood,1682,9,2020,Electric Utility,41.8653,-71.1061,"Hudson Light and Power Department, North Attleborough Electric Dept., Taunton Municipal Lighting Plant",Taunton Municipal Lighting Plant,Other boiler,Pipeline Natural Gas,Diesel Oil,7/1/1975,Operating,1334
MA,Dartmouth Power,52026,1,2020,Electric Utility,41.6728,-70.9989,"Dartmouth Power Associates, LP","MEG OP Co (Morris Energy Group Operating Company), North American Energy Services",Combined cycle,Pipeline Natural Gas,Diesel Oil,5/5/1992,Operating,656
MA,Dartmouth Power,52026,2,2020,Electric Utility,41.6728,-70.9989,"Dartmouth Power Associates, LP","MEG OP Co (Morris Energy Group Operating Company), North American Energy Services",Combustion turbine,Pipeline Natural Gas,Diesel Oil,9/3/2009,Operating,267.1
MA,Deer Island Treatment,10823,S42,2020,Industrial Turbine,42.3497,-70.9601,Massachusetts Water Resources Authority,Massachusetts Water Resources Authority,Combustion turbine,Diesel Oil,,8/17/1995,Operating,293.8
MA,Deer Island Treatment,10823,S43,2020,Industrial Turbine,42.3497,-70.9601,Massachusetts Water Resources Authority,Massachusetts Water Resources Authority,Combustion turbine,Diesel Oil,,8/17/1995,Operating,292.9
MA,Dighton,55026,1,2020,Electric Utility,41.8312,-71.1239,"Dighton Power, LLC","Dighton Power, LLC",Combined cycle,Pipeline Natural Gas,,5/3/1999,Operating,1423
MA,Doreen,1631,10,2020,Electric Utility,42.4431,-73.2061,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Combustion turbine,Diesel Oil,,9/1/1969,Operating,244
MA,Exelon West Medway II,59882,J4,2020,Electric Utility,42.1375,-71.444,"Exelon West Medway II, LLC","Exelon West Medway II, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,2/8/2019,Operating,992
MA,Exelon West Medway II,59882,J5,2020,Electric Utility,42.1375,-71.444,"Exelon West Medway II, LLC","Exelon West Medway II, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,3/2/2019,Operating,992
MA,Fore River Energy Center,55317,11,2020,Electric Utility,42.2417,-70.9653,Calpine Fore River Energy Center LLC,"Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,Diesel Oil,3/23/2003,Operating,3001
MA,Fore River Energy Center,55317,12,2020,Electric Utility,42.2417,-70.9653,Calpine Fore River Energy Center LLC,"Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,Diesel Oil,4/20/2003,Operating,3250
MA,Framingham Station,1586,FJ-1,2020,Electric Utility,42.2672,-71.3983,"Exelon New England Holdings, LLC","Exelon Framingham, LLC",Combustion turbine,Diesel Oil,,1/1/1969,Operating,186
MA,Framingham Station,1586,FJ-2,2020,Electric Utility,42.2672,-71.3983,"Exelon New England Holdings, LLC","Exelon Framingham, LLC",Combustion turbine,Diesel Oil,,1/1/1969,Operating,186
MA,Framingham Station,1586,FJ-3,2020,Electric Utility,42.2672,-71.3983,"Exelon New England Holdings, LLC","Exelon Framingham, LLC",Combustion turbine,Diesel Oil,,1/1/1969,Operating,186
MA,General Electric Aircraft,10029,3,2020,Industrial Boiler,42.45,-70.9739,General Electric Aircraft,General Electric Aircraft,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1968,Operating (Retired 03/28/2020),383
MA,Kendall Green Energy LLC,1595,2,2020,Electric Utility,42.3633,-71.0792,Kendall Green Energy LLC,Kendall Green Energy LLC,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,6/1/1949,Operating,273
MA,Kendall Green Energy LLC,1595,3,2020,Electric Utility,42.3633,-71.0792,Kendall Green Energy LLC,Kendall Green Energy LLC,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,11/1/1954,Operating,409
MA,Kendall Green Energy LLC,1595,4,2020,Electric Utility,42.3633,-71.0792,Kendall Green Energy LLC,Kendall Green Energy LLC,Combined cycle,Pipeline Natural Gas,Diesel Oil,8/8/2002,Operating,2450
MA,Kendall Green Energy LLC,1595,S6,2020,Electric Utility,42.3633,-71.0792,Kendall Green Energy LLC,Kendall Green Energy LLC,Combustion turbine,Diesel Oil,,3/1/1970,Operating,308
MA,Kneeland Station,880023,K1,2020,Industrial Boiler,42.35,-71.0583,Trigen-Boston Energy Corp,Trigen-Boston Energy Corp,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1930,Operating,500
MA,Kneeland Station,880023,K2,2020,Industrial Boiler,42.35,-71.0583,Trigen-Boston Energy Corp,Trigen-Boston Energy Corp,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1930,Operating,500
MA,Kneeland Station,880023,K3,2020,Industrial Boiler,42.35,-71.0583,Trigen-Boston Energy Corp,Trigen-Boston Energy Corp,Dry bottom wall-fired boiler,Pipeline Natural Gas,"Diesel Oil, Residual Oil",1/1/1975,Operating,600
MA,Kneeland Station,880023,K4,2020,Industrial Boiler,42.35,-71.0583,Trigen-Boston Energy Corp,Trigen-Boston Energy Corp,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1931,Operating,500
MA,MASSPOWER,10726,1,2020,Cogeneration,42.156,-72.5292,MASSPOWER,MASSPOWER,Combined cycle,Pipeline Natural Gas,Diesel Oil,7/31/1993,Operating,1250
MA,MASSPOWER,10726,2,2020,Cogeneration,42.156,-72.5292,MASSPOWER,MASSPOWER,Combined cycle,Pipeline Natural Gas,Diesel Oil,7/31/1993,Operating,1250
MA,MBTA South Boston Power Facility,10176,A,2020,Electric Utility,42.3414,-71.0311,"Massachusetts Bay Transportation Authority, Massachussetts Bay Transportation","Massachusetts Bay Transportation Authority, Massachussetts Bay Transportation",Combustion turbine,Other Oil,,7/1/1979,Operating,396
MA,MBTA South Boston Power Facility,10176,B,2020,Electric Utility,42.3414,-71.0311,"Massachusetts Bay Transportation Authority, Massachussetts Bay Transportation","Massachusetts Bay Transportation Authority, Massachussetts Bay Transportation",Combustion turbine,Other Oil,,7/1/1979,Operating,396
MA,MIT Central Utility Plant,54907,1,2020,Cogeneration,42.3611,-71.0934,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Combustion turbine,Pipeline Natural Gas,Diesel Oil,9/17/1995,Operating,377.8
MA,Medway Station,1592,J1T1,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,Medway Station,1592,J1T2,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,Medway Station,1592,J2T1,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,Medway Station,1592,J2T2,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,Medway Station,1592,J3T1,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,Medway Station,1592,J3T2,2020,Electric Utility,42.1364,-71.4478,"Exelon New England Holdings, LLC","Exelon West Medway, LLC",Combustion turbine,Diesel Oil,Pipeline Natural Gas,1/1/1970,Operating,392
MA,"Milford Power, LLC",54805,1,2020,Electric Utility,42.1292,-71.5122,"Milford Power, LLC","Milford Power, LLC",Combined cycle,Pipeline Natural Gas,,5/1/1993,Operating,1947.9
MA,Millennium Power,55079,1,2020,Electric Utility,42.1127,-72.0152,"MACHGen, LLC, Millennium Power Partners, LP","Millennium Power Partners, LP, North American Energy Services",Combined cycle,Pipeline Natural Gas,Diesel Oil,7/17/2000,Operating,2842
MA,Mystic,1588,7,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Tangentially-fired,Pipeline Natural Gas,Residual Oil,6/1/1975,Operating,6377
MA,Mystic,1588,81,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Combined cycle,Pipeline Natural Gas,,9/11/2002,Operating,3048
MA,Mystic,1588,82,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Combined cycle,Pipeline Natural Gas,,12/12/2002,Operating,3005.1
MA,Mystic,1588,93,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Combined cycle,Pipeline Natural Gas,,3/23/2003,Operating,3107
MA,Mystic,1588,94,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Combined cycle,Pipeline Natural Gas,,4/21/2003,Operating,3073.8
MA,Mystic,1588,MJ-1,2020,Electric Utility,42.3917,-71.0667,Exelon Generation Company LLC,Exelon Generation Company LLC,Combustion turbine,Diesel Oil,,1/1/1969,Operating,186
MA,Pittsfield Generating,50002,1,2020,Electric Utility,42.4564,-73.2181,"Pittsfield Generating Company, LP","PurEnergy, LLC",Combined cycle,Pipeline Natural Gas,Diesel Oil,9/1/1990,Operating,595
MA,Pittsfield Generating,50002,2,2020,Electric Utility,42.4564,-73.2181,"Pittsfield Generating Company, LP","PurEnergy, LLC",Combined cycle,Pipeline Natural Gas,Diesel Oil,9/1/1990,Operating,595
MA,Pittsfield Generating,50002,3,2020,Electric Utility,42.4564,-73.2181,"Pittsfield Generating Company, LP","PurEnergy, LLC",Combined cycle,Pipeline Natural Gas,Diesel Oil,9/1/1990,Operating,595
MA,Potter,1660,3,2020,Electric Utility,42.235,-70.9672,Town of Braintree Electric Light Department,Town of Braintree Electric Light Department,Combined cycle,Pipeline Natural Gas,Diesel Oil,4/1/1977,Operating,975
MA,Potter,1660,4,2020,Electric Utility,42.235,-70.9672,Town of Braintree Electric Light Department,Town of Braintree Electric Light Department,Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/28/2009,Operating,565
MA,Potter,1660,5,2020,Electric Utility,42.235,-70.9672,Town of Braintree Electric Light Department,Town of Braintree Electric Light Department,Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/21/2009,Operating,565
MA,Salem Harbor Station NGCC,60903,1,2020,Electric Utility,42.5256,-70.8784,Footprint Power Salem Harbor Development LP,Footprint Power Salem Harbor Development LP,Combined cycle,Pipeline Natural Gas,,12/22/2017,Operating,2600
MA,Salem Harbor Station NGCC,60903,2,2020,Electric Utility,42.5256,-70.8784,Footprint Power Salem Harbor Development LP,Footprint Power Salem Harbor Development LP,Combined cycle,Pipeline Natural Gas,,2/10/2018,Operating,2600
MA,Stony Brook Energy Center,6081,1,2020,Electric Utility,42.1977,-72.5103,"Green Mountain Power Corporation, Massachussetts Municipal Wholesale, Village of Lydonville",Massachussetts Municipal Wholesale,Combined cycle,Pipeline Natural Gas,Diesel Oil,11/30/1981,Operating,1050
MA,Stony Brook Energy Center,6081,2,2020,Electric Utility,42.1977,-72.5103,"Green Mountain Power Corporation, Massachussetts Municipal Wholesale, Village of Lydonville",Massachussetts Municipal Wholesale,Combined cycle,Pipeline Natural Gas,Diesel Oil,11/30/1981,Operating,1050
MA,Stony Brook Energy Center,6081,3,2020,Electric Utility,42.1977,-72.5103,"Green Mountain Power Corporation, Massachussetts Municipal Wholesale, Village of Lydonville",Massachussetts Municipal Wholesale,Combined cycle,Pipeline Natural Gas,Diesel Oil,11/30/1981,Operating,1050
MA,Stony Brook Energy Center,6081,4,2020,Electric Utility,42.1977,-72.5103,Massachussetts Municipal Wholesale,Massachussetts Municipal Wholesale,Combustion turbine,Diesel Oil,,11/30/1982,Operating,1050
MA,Stony Brook Energy Center,6081,5,2020,Electric Utility,42.1977,-72.5103,Massachussetts Municipal Wholesale,Massachussetts Municipal Wholesale,Combustion turbine,Diesel Oil,,11/30/1982,Operating,1050
MA,"Tanner Street Generation, LLC",54586,2,2020,Cogeneration,42.6308,-71.3133,Tanner Street Generation LLC,Tanner Street Generation LLC,Combined cycle,Pipeline Natural Gas,Diesel Oil,10/29/2008,Operating,705
MA,Waters River,1678,1,2020,Electric Utility,42.5428,-70.9236,Peabody Municipal Light Plant,Peabody Municipal Light Plant,Combustion turbine,Pipeline Natural Gas,Diesel Oil,11/1/1971,Operating,321.9
MA,Waters River,1678,2,2020,Electric Utility,42.5428,-70.9236,Peabody Municipal Light Plant,Peabody Municipal Light Plant,Combustion turbine,Pipeline Natural Gas,Diesel Oil,11/5/1990,Operating,485.9
MA,West Springfield,1642,10,2020,Electric Utility,42.0956,-72.5958,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Combustion turbine,Diesel Oil,,11/27/1968,Operating,250
MA,West Springfield,1642,3,2020,Electric Utility,42.0956,-72.5958,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Tangentially-fired,Residual Oil,Pipeline Natural Gas,9/1/1957,Operating,1300
MA,West Springfield,1642,CTG1,2020,Electric Utility,42.0956,-72.5958,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/22/2002,Operating,515
MA,West Springfield,1642,CTG2,2020,Electric Utility,42.0956,-72.5958,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/22/2002,Operating,515
MA,Woodland Road,1643,10,2020,Electric Utility,42.3362,-73.2352,"Essential Power Massachusetts, LLC","Essential Power Massachusetts, LLC",Combustion turbine,Diesel Oil,,9/10/1969,Operating,244
MD,AES Warrior Run,10678,1,2020,Cogeneration,39.5944,-78.7456,AES Corporation,AES Corporation,Circulating fluidized bed boiler,Coal,Diesel Oil,2/10/2000,Operating,2250
MD,"American Sugar Refining, Inc.",54795,C6,2020,Cogeneration,39.2749,-76.5945,"American Sugar Refining, Inc.","American Sugar Refining, Inc.",Dry bottom wall-fired boiler,Natural Gas,,7/1/2000,Operating,300
MD,Brandon Shores,602,1,2020,Electric Utility,39.1792,-76.5383,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Coal,,5/15/1984,Operating,8000
MD,Brandon Shores,602,2,2020,Electric Utility,39.1792,-76.5383,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Coal,,5/28/1991,Operating,8000
MD,Brandywine Power Facility,54832,1,2020,Cogeneration,38.6681,-76.8678,"KMC Thermo, LLC","KMC Thermo, LLC",Combined cycle,Pipeline Natural Gas,"Diesel Oil, Liquified Petroleum Gas",10/31/1996,Operating,1125
MD,Brandywine Power Facility,54832,2,2020,Cogeneration,38.6681,-76.8678,"KMC Thermo, LLC","KMC Thermo, LLC",Combined cycle,Pipeline Natural Gas,"Diesel Oil, Liquified Petroleum Gas",10/31/1996,Operating,1125
MD,CPV St. Charles Energy Center,56846,GT1,2020,Electric Utility,38.5686,-76.8919,"CPV Maryland, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,11/30/2016,Operating,2807
MD,CPV St. Charles Energy Center,56846,GT2,2020,Electric Utility,38.5686,-76.8919,"CPV Maryland, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,11/25/2016,Operating,2807
MD,Chalk Point,1571,**GT3,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1991,Operating,1187
MD,Chalk Point,1571,**GT4,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1991,Operating,1187
MD,Chalk Point,1571,**GT5,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1991,Operating,1354
MD,Chalk Point,1571,**GT6,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1991,Operating,1354
MD,Chalk Point,1571,1,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,8/1/1964,Operating,4650
MD,Chalk Point,1571,2,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,3/1/1965,Operating,4650
MD,Chalk Point,1571,3,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Tangentially-fired,Pipeline Natural Gas,Residual Oil,6/1/1975,Operating,7366
MD,Chalk Point,1571,4,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC","GenOn Chalk Point, LLC",Tangentially-fired,Pipeline Natural Gas,Residual Oil,12/1/1981,Operating,9817
MD,Chalk Point,1571,GT2,2020,Electric Utility,38.5444,-76.6861,"GenOn Chalk Point, LLC, GenOn Mid-Atlantic, LLC","GenOn Chalk Point, LLC",Combustion turbine,Diesel Oil,,6/1/1974,Operating,420
MD,Chalk Point,1571,SMECO,2020,Electric Utility,38.5444,-76.6861,South Maryland Electric Cooperative,"GenOn Chalk Point, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1990,Operating,940
MD,Cove Point LNG Terminal,59073,214JA,2020,Industrial Turbine,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Combustion turbine,Natural Gas,,1/1/2009,Operating,420
MD,Cove Point LNG Terminal,59073,214JB,2020,Industrial Turbine,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Combustion turbine,Natural Gas,,1/1/2009,Operating,420
MD,Cove Point LNG Terminal,59073,B921A,2020,Industrial Boiler,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Other boiler,Natural Gas,,4/9/2018,Operating,427.4
MD,Cove Point LNG Terminal,59073,B921B,2020,Industrial Boiler,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Other boiler,Natural Gas,,4/9/2018,Operating,427.4
MD,Cove Point LNG Terminal,59073,GT501A,2020,Industrial Turbine,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Combustion turbine,Natural Gas,,4/9/2018,Operating,1062
MD,Cove Point LNG Terminal,59073,GT501B,2020,Industrial Turbine,38.387,-76.408,"Dominion Energy Cove Point LNG, LP","Dominion Energy Cove Point LNG, LP",Combustion turbine,Natural Gas,,4/9/2018,Operating,1062
MD,Dickerson,1572,1,2020,Electric Utility,39.2086,-77.4644,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Tangentially-fired,Coal,,6/1/1959,Operating (Retired 08/13/2020),1940
MD,Dickerson,1572,2,2020,Electric Utility,39.2086,-77.4644,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Tangentially-fired,Coal,,4/1/1960,Operating (Retired 08/13/2020),1940
MD,Dickerson,1572,3,2020,Electric Utility,39.2086,-77.4644,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Tangentially-fired,Coal,,3/1/1962,Operating (Retired 08/13/2020),1940
MD,Dickerson,1572,GT2,2020,Electric Utility,39.2086,-77.4644,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1992,Operating,1850
MD,Dickerson,1572,GT3,2020,Electric Utility,39.2086,-77.4644,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1993,Operating,1915
MD,Herbert A Wagner,1554,1,2020,Electric Utility,39.1781,-76.5268,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Other Oil,Pipeline Natural Gas,12/1/1955,Operating,1504
MD,Herbert A Wagner,1554,2,2020,Electric Utility,39.1781,-76.5268,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Coal,,12/1/1958,Operating,2013
MD,Herbert A Wagner,1554,3,2020,Electric Utility,39.1781,-76.5268,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Coal,,6/1/1966,Operating,2740
MD,Herbert A Wagner,1554,4,2020,Electric Utility,39.1781,-76.5268,Raven Power Fort Smallwood LLC,Raven Power Fort Smallwood LLC,Dry bottom wall-fired boiler,Other Oil,Pipeline Natural Gas,6/1/1972,Operating,4800
MD,Keys Energy Center,60302,11,2020,Electric Utility,38.6955,-76.8278,"PSEG Keys Energy Center, LLC","PSEG Keys Energy Center, LLC",Combined cycle,Pipeline Natural Gas,,5/18/2018,Operating,3100
MD,Keys Energy Center,60302,12,2020,Electric Utility,38.6955,-76.8278,"PSEG Keys Energy Center, LLC","PSEG Keys Energy Center, LLC",Combined cycle,Pipeline Natural Gas,,6/2/2018,Operating,3100
MD,Luke Paper Company,50282,PR003,2020,Pulp & Paper Mill,39.4722,-79.0575,Luke Paper Company,Luke Paper Company,Cyclone boiler,Coal,Diesel Oil,1/1/1959,Operating,590
MD,Luke Paper Company,50282,PR004,2020,Pulp & Paper Mill,39.4722,-79.0575,Luke Paper Company,Luke Paper Company,Tangentially-fired,Coal,Pipeline Natural Gas,1/1/1965,Operating,785
MD,Luke Paper Company,50282,PR005,2020,Pulp & Paper Mill,39.4722,-79.0575,Luke Paper Company,Luke Paper Company,Other boiler,Pipeline Natural Gas,,1/1/1970,Operating,338
MD,Morgantown,1573,1,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Tangentially-fired,Coal,Residual Oil,6/1/1970,Operating,6465
MD,Morgantown,1573,2,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Tangentially-fired,Coal,Residual Oil,6/1/1971,Operating,6465
MD,Morgantown,1573,GT3,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Diesel Oil,,6/1/1973,Operating,705
MD,Morgantown,1573,GT4,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Diesel Oil,,6/1/1973,Operating,690
MD,Morgantown,1573,GT5,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Diesel Oil,,6/1/1973,Operating,670
MD,Morgantown,1573,GT6,2020,Electric Utility,38.3592,-76.9767,"GenOn Mid-Atlantic, LLC","GenOn Mid-Atlantic, LLC",Combustion turbine,Diesel Oil,,6/1/1973,Operating,654
MD,NIH Cogeneration Facility,56668,CGTC,2020,Cogeneration,38.9982,-77.1026,National Institutes of Health,"Constellation NewEnergy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/19/2004,Operating,9999
